"rs","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ncontrol","ntreatment","outcomes1_2","outcome_c1","outcome_t1","outcome_c2","outcome_t2"
"ML1","Anchoring 3 - Everest","tilburg","NLD",1,"65","Between","control vs. treatment","Independent samples t-test","d","1.51856364191114",48,17,"mean _ SD",1680.57291666667,3374.82352941176,807.255318239127,1355.68431683477
"ML1","Anchoring 3 - Everest","ufl","USA",1,"119","Between","control vs. treatment","Independent samples t-test","d","2.6481451711291",60,59,"mean _ SD",1469.2,4214.6779661017,939.323793021125,1125.7855102975
"ML1","Anchoring 3 - Everest","unipd","ITA",0,"102","Between","control vs. treatment","Independent samples t-test","d","1.0378121540657",56,46,"mean _ SD",2525.10714285714,3382.47826086957,900.707084433142,744.122980849281
"ML1","Anchoring 3 - Everest","uva","USA",1,"76","Between","control vs. treatment","Independent samples t-test","d","2.31346973147822",41,35,"mean _ SD",1539.67073170732,3906.72857142857,911.571956908477,1123.72761603603
"ML1","Anchoring 3 - Everest","vcu","USA",1,"100","Between","control vs. treatment","Independent samples t-test","d","3.83566893361038",51,49,"mean _ SD",1028.79411764706,4226.79591836735,672.08563573752,968.808637571421
"ML1","Anchoring 3 - Everest","wisc","USA",1,"91","Between","control vs. treatment","Independent samples t-test","d","2.73017664251035",47,44,"mean _ SD",1529.01063829787,4377.01136363636,974.739627939518,1107.3537936389
"ML1","Anchoring 3 - Everest","wku","USA",1,"98","Between","control vs. treatment","Independent samples t-test","d","2.88104889431784",54,44,"mean _ SD",1335.36111111111,4330.67045454545,1222.35283258437,817.090306579857
"ML1","Anchoring 3 - Everest","wl","USA",1,"86","Between","control vs. treatment","Independent samples t-test","d","2.51458975334567",45,41,"mean _ SD",1595.5,3998.63414634146,762.703355893305,1115.75913633045
"ML1","Anchoring 3 - Everest","wpi","USA",1,"83","Between","control vs. treatment","Independent samples t-test","d","2.32714424401688",49,34,"mean _ SD",1683.73469387755,3993.08823529412,1056.7478762598,923.483273056406
"ML1","Anchoring 4 - Babies","abington","USA",1,"75","Between","control vs. treatment","Independent samples t-test","d","2.1377723415592",27,48,"mean _ SD",1103.27777777778,3469.0625,791.54077271597,1350.1299607461
"ML1","Anchoring 4 - Babies","brasilia","BRA",1,"78","Between","control vs. treatment","Independent samples t-test","d","1.99324767072275",40,38,"mean _ SD",1065.3625,3680.57894736842,1129.13990404939,1472.38917137326
"ML1","Anchoring 4 - Babies","charles","CZE",1,"73","Between","control vs. treatment","Independent samples t-test","d","2.15522728987175",32,41,"mean _ SD",1770.578125,3989.84146341463,999.076574524752,1059.46188250819
"ML1","Anchoring 4 - Babies","conncoll","USA",1,"84","Between","control vs. treatment","Independent samples t-test","d","2.75633060312929",35,49,"mean _ SD",1298.65714285714,3952.32653061224,880.906382916019,1038.16953070768
"ML1","Anchoring 4 - Babies","csun","USA",0,"84","Between","control vs. treatment","Independent samples t-test","d","2.06370457915207",41,43,"mean _ SD",1584.64634146341,4133.74418604651,1336.06884293018,1125.33636967169
"ML1","Anchoring 4 - Babies","help","MYS",1,"85","Between","control vs. treatment","Independent samples t-test","d","2.72238974540334",45,40,"mean _ SD",886.477777777778,3935.9125,939.387535938586,1275.51580259135
"ML1","Anchoring 4 - Babies","ithaca","USA",1,"87","Between","control vs. treatment","Independent samples t-test","d","3.18311251393161",43,44,"mean _ SD",1521.03488372093,4202.78409090909,833.673878479417,851.220255415358
"ML1","Anchoring 4 - Babies","jmu","USA",0,"158","Between","control vs. treatment","Independent samples t-test","d","2.29029685671853",77,81,"mean _ SD",1519.15584415584,3821.14814814815,1093.85303803303,907.724498555469
"ML1","Anchoring 4 - Babies","ku","TUR",0,"91","Between","control vs. treatment","Independent samples t-test","d","2.24939179297511",49,42,"mean _ SD",1385.61224489796,3872.16666666667,847.308725129319,1313.78730443737
"ML1","Anchoring 4 - Babies","laurier","CAN",1,"99","Between","control vs. treatment","Independent samples t-test","d","2.41570210838624",47,52,"mean _ SD",1431.05319148936,4084.16346153846,1122.32296577254,1073.69282002629
"ML1","Anchoring 4 - Babies","lse","GBR",1,"247","Between","control vs. treatment","Independent samples t-test","d","2.41840641488076",125,122,"mean _ SD",1501.44,3882.97540983607,931.149620266571,1035.58741635411
"ML1","Anchoring 4 - Babies","luc","USA",1,"130","Between","control vs. treatment","Independent samples t-test","d","2.63768553410197",51,79,"mean _ SD",1338.46078431373,4002.42405063291,966.170010107627,1051.93331199068
"ML1","Anchoring 4 - Babies","mcdaniel","USA",0,"84","Between","control vs. treatment","Independent samples t-test","d","2.48417548459863",48,36,"mean _ SD",1387.53125,3787.5,906.778224817215,1021.98936952816
"ML1","Anchoring 4 - Babies","msvu","CAN",1,"81","Between","control vs. treatment","Independent samples t-test","d","2.43673383461341",33,48,"mean _ SD",1380.56060606061,3901.84375,954.151928396165,1109.41118730311
"ML1","Anchoring 4 - Babies","mturk","USA",0,"929","Between","control vs. treatment","Independent samples t-test","d","2.33168156058032",453,476,"mean _ SD",1554.15673289183,4005.39075630252,1083.10827641264,1018.44321426001
"ML1","Anchoring 4 - Babies","osu","USA",1,"93","Between","control vs. treatment","Independent samples t-test","d","2.42704022170759",47,46,"mean _ SD",1341.8085106383,3950.46739130435,982.376286896436,1159.94035479882
"ML1","Anchoring 4 - Babies","oxy","USA",1,"111","Between","control vs. treatment","Independent samples t-test","d","2.30255924953134",55,56,"mean _ SD",1683.54545454545,3838.95535714286,894.26768753528,976.128071313976
"ML1","Anchoring 4 - Babies","pi","USA",0,"1178","Between","control vs. treatment","Independent samples t-test","d","2.1997604598284",531,647,"mean _ SD",1701.09416195857,3957.13755795981,996.320569851515,1054.0390681609
"ML1","Anchoring 4 - Babies","psu","USA",1,"84","Between","control vs. treatment","Independent samples t-test","d","3.50193047622902",40,44,"mean _ SD",1181.3375,4153.88636363636,915.533740835899,776.419838654472
"ML1","Anchoring 4 - Babies","qccuny","USA",1,"91","Between","control vs. treatment","Independent samples t-test","d","3.01041631457112",43,48,"mean _ SD",1305.04651162791,4306.17708333333,1054.9989664515,935.231553359821
"ML1","Anchoring 4 - Babies","qccuny2","USA",1,"74","Between","control vs. treatment","Independent samples t-test","d","2.65648070899357",27,47,"mean _ SD",1260.68518518519,3982.81914893617,730.121409136708,1251.7994327538
"ML1","Anchoring 4 - Babies","sdsu","USA",1,"143","Between","control vs. treatment","Independent samples t-test","d","2.93236483343464",56,87,"mean _ SD",1430.09821428571,4029.18390804598,753.693248547341,1001.57872217554
"ML1","Anchoring 4 - Babies","swps","POL",1,"66","Between","control vs. treatment","Independent samples t-test","d","2.98473292981253",32,34,"mean _ SD",1027.34375,4265.95588235294,1080.23571529775,1089.86147554331
"ML1","Anchoring 4 - Babies","swpson","POL",0,"138","Between","control vs. treatment","Independent samples t-test","d","2.31068015559607",71,67,"mean _ SD",1389.69014084507,4027.5,1276.33855608869,988.603706183012
"ML1","Anchoring 4 - Babies","tamu","USA",1,"163","Between","control vs. treatment","Independent samples t-test","d","2.47666746627481",70,93,"mean _ SD",1633.10714285714,4088.37634408602,961.460791866244,1020.38359063786
"ML1","Anchoring 4 - Babies","tamuc","USA",1,"77","Between","control vs. treatment","Independent samples t-test","d","2.68480144763716",47,30,"mean _ SD",1432.77659574468,4201.76666666667,1026.62330528879,1036.07003435673
"ML1","Anchoring 4 - Babies","tamuon","USA",0,"209","Between","control vs. treatment","Independent samples t-test","d","2.43982181720045",99,110,"mean _ SD",1671.67171717172,4146.81363636364,982.529547672263,1045.44768484078
"ML1","Anchoring 4 - Babies","tilburg","NLD",1,"66","Between","control vs. treatment","Independent samples t-test","d","2.39925233446201",43,23,"mean _ SD",1520.55813953488,3921.26086956522,864.32131515139,1120.43182492658
"ML1","Anchoring 4 - Babies","ufl","USA",1,"113","Between","control vs. treatment","Independent samples t-test","d","3.86648325745779",59,54,"mean _ SD",1125.64406779661,4330.16666666667,738.719541357319,909.997947333368
"ML1","Anchoring 4 - Babies","unipd","ITA",0,"104","Between","control vs. treatment","Independent samples t-test","d","2.10650174707391",63,41,"mean _ SD",1406.99206349206,3649.80487804878,890.772121089445,1213.97630165321
"ML1","Anchoring 4 - Babies","uva","USA",1,"75","Between","control vs. treatment","Independent samples t-test","d","3.12717592194203",42,33,"mean _ SD",1767.36904761905,4155.83333333333,805.632360773759,719.490354203353
"ML1","Anchoring 4 - Babies","vcu","USA",1,"97","Between","control vs. treatment","Independent samples t-test","d","2.98540371624409",43,54,"mean _ SD",1311.17441860465,4153.99074074074,832.969443529485,1058.1484696747
"ML1","Anchoring 4 - Babies","wisc","USA",1,"88","Between","control vs. treatment","Independent samples t-test","d","3.22819555827645",47,41,"mean _ SD",1437.62765957447,4067.36585365854,885.957437563926,736.394120226987
"ML1","Anchoring 4 - Babies","wku","USA",1,"91","Between","control vs. treatment","Independent samples t-test","d","3.21849963794721",35,56,"mean _ SD",1258.92857142857,4417.38392857143,987.485220610602,975.164135326932
"ML1","Anchoring 4 - Babies","wl","USA",1,"83","Between","control vs. treatment","Independent samples t-test","d","2.40849523544857",36,47,"mean _ SD",1558.30555555556,3803.14893617021,798.896670216205,1048.43066944846
"ML1","Anchoring 4 - Babies","wpi","USA",1,"80","Between","control vs. treatment","Independent samples t-test","d","2.01208176141711",44,36,"mean _ SD",1637.63636363636,3899.51388888889,1119.63818576316,1128.63963302294
"ML1","Gambler's Fallacy","abington","USA",1,"80","Between","control vs. treatment","Independent samples t-test","d","0.596235818505241",40,40,"mean _ SD",2.18112395606219,3.50587822747446,0.943370002888778,2.99723254474909
"ML1","Gambler's Fallacy","brasilia","BRA",1,"114","Between","control vs. treatment","Independent samples t-test","d","0.367600553933287",51,63,"mean _ SD",2.16815469223452,3.19746622143763,1.87218784718635,3.48938763241655
"ML1","Gambler's Fallacy","charles","CZE",1,"72","Between","control vs. treatment","Independent samples t-test","d","0.818829262101644",45,27,"mean _ SD",2.15263562510295,5.55021929368374,2.48850627864293,5.31422899967104
"ML1","Gambler's Fallacy","conncoll","USA",1,"83","Between","control vs. treatment","Independent samples t-test","d","0.616213145162331",47,36,"mean _ SD",2.38798559829521,4.1559802584827,2.46710385027416,3.22136533289702
"ML1","Gambler's Fallacy","csun","USA",0,"92","Between","control vs. treatment","Independent samples t-test","d","0.484250333557921",56,36,"mean _ SD",2.08093843690907,2.88930324591719,1.022500788357,2.12783836062239
"ML1","Gambler's Fallacy","help","MYS",1,"96","Between","control vs. treatment","Independent samples t-test","d","0.514886719476822",51,45,"mean _ SD",2.18687219308335,3.46429743950133,2.01542596275358,2.87203976564607
"ML1","Gambler's Fallacy","ithaca","USA",1,"85","Between","control vs. treatment","Independent samples t-test","d","0.732036033142028",53,32,"mean _ SD",1.80435052898194,3.14247513497187,1.22041068067126,2.278901835383
"ML1","Gambler's Fallacy","jmu","USA",0,"164","Between","control vs. treatment","Independent samples t-test","d","0.709089439324877",86,78,"mean _ SD",2.21593726336182,4.15245998638869,1.84297552202515,3.39413537905159
"ML1","Gambler's Fallacy","ku","TUR",0,"104","Between","control vs. treatment","Independent samples t-test","d","0.519863794544273",56,48,"mean _ SD",2.16499813010683,3.8640397061289,2.23002590042643,4.04843406336392
"ML1","Gambler's Fallacy","laurier","CAN",1,"106","Between","control vs. treatment","Independent samples t-test","d","0.960998609887484",54,52,"mean _ SD",1.79959147960793,5.24484281685845,1.96247536868195,4.67484809226893
"ML1","Gambler's Fallacy","lse","GBR",1,"255","Between","control vs. treatment","Independent samples t-test","d","0.636253011220764",136,119,"mean _ SD",2.10288171631003,4.18316130808321,2.29264982427406,4.015476642873
"ML1","Gambler's Fallacy","luc","USA",1,"142","Between","control vs. treatment","Independent samples t-test","d","0.523556829607303",81,61,"mean _ SD",2.2352518855556,4.08318845099931,3.1569280354043,3.86648396800672
"ML1","Gambler's Fallacy","mcdaniel","USA",0,"93","Between","control vs. treatment","Independent samples t-test","d","0.489286086980697",56,37,"mean _ SD",2.29624097700888,3.54118854381439,1.88644703575168,3.06421730442628
"ML1","Gambler's Fallacy","msvu","CAN",1,"73","Between","control vs. treatment","Independent samples t-test","d","0.342359155305522",36,37,"mean _ SD",1.78847451110732,2.45448852740226,2.35341042035535,1.4249072537798
"ML1","Gambler's Fallacy","mturk","USA",0,"981","Between","control vs. treatment","Independent samples t-test","d","0.614625560493759",511,470,"mean _ SD",2.20726000689885,3.75435596180638,1.81140702913608,3.06443291263498
"ML1","Gambler's Fallacy","osu","USA",1,"105","Between","control vs. treatment","Independent samples t-test","d","0.112441628972416",54,51,"mean _ SD",2.98132074045538,3.30842924470662,3.13541318241554,2.66371579779551
"ML1","Gambler's Fallacy","oxy","USA",1,"102","Between","control vs. treatment","Independent samples t-test","d","1.10283580797183",63,39,"mean _ SD",1.62851724790648,4.98372881052713,1.85750304613166,3.88090954674881
"ML1","Gambler's Fallacy","pi","USA",0,"1204","Between","control vs. treatment","Independent samples t-test","d","0.69501662367322",697,507,"mean _ SD",1.85430869427833,3.7945880234913,1.96579692996691,3.42386375893479
"ML1","Gambler's Fallacy","psu","USA",1,"93","Between","control vs. treatment","Independent samples t-test","d","0.622677434288573",60,33,"mean _ SD",2.06414197599162,3.49456710051639,2.45418726985977,2.128702845482
"ML1","Gambler's Fallacy","qccuny","USA",1,"93","Between","control vs. treatment","Independent samples t-test","d","0.432996357826337",41,52,"mean _ SD",1.93902336391183,2.77961419771922,1.45643163384319,2.32730903858716
"ML1","Gambler's Fallacy","qccuny2","USA",1,"80","Between","control vs. treatment","Independent samples t-test","d","0.331550303742867",44,36,"mean _ SD",2.18531852052337,2.88627201425737,1.46170377180379,2.60822664960439
"ML1","Gambler's Fallacy","sdsu","USA",1,"159","Between","control vs. treatment","Independent samples t-test","d","0.606547107584528",89,70,"mean _ SD",2.28530886432223,3.70975697318952,1.94289305758856,2.69362969381578
"ML1","Gambler's Fallacy","swps","POL",1,"78","Between","control vs. treatment","Independent samples t-test","d","0.115405632322338",40,38,"mean _ SD",1.69980296136771,1.82292815566481,0.979623105194728,1.14754086888077
"ML1","Gambler's Fallacy","swpson","POL",0,"154","Between","control vs. treatment","Independent samples t-test","d","0.573712538531919",85,69,"mean _ SD",1.53283328768717,2.80447573386235,1.23580453615796,2.88074029041104
"ML1","Gambler's Fallacy","tamu","USA",1,"178","Between","control vs. treatment","Independent samples t-test","d","0.717914435060423",101,77,"mean _ SD",1.95435940428841,3.70865924784048,1.50740973595706,3.10968391294873
"ML1","Gambler's Fallacy","tamuc","USA",1,"81","Between","control vs. treatment","Independent samples t-test","d","0.710770917576587",48,33,"mean _ SD",1.88315656822727,3.3489131244839,1.27811883290331,2.62141284182883
"ML1","Gambler's Fallacy","tamuon","USA",0,"214","Between","control vs. treatment","Independent samples t-test","d","0.582386749925628",116,98,"mean _ SD",2.25945398413589,3.83079889945259,1.94892311949202,3.28044505971492
